timestamp_ms,vm_id,cpu_cores,mem_gb,duration_steps
19143000,vm_29143,2.0,4.0,143
19144000,vm_29144,16.0,32.0,31
19145000,vm_29145,4.0,8.0,117
19146000,vm_29146,4.0,8.0,105
19147000,vm_29147,8.0,16.0,191
19148000,vm_29148,2.0,4.0,39
19149000,vm_29149,8.0,16.0,89
19150000,vm_29150,2.0,4.0,157
19151000,vm_29151,2.0,4.0,157
19152000,vm_29152,2.0,4.0,151
19153000,vm_29153,2.0,4.0,40
19154000,vm_29154,4.0,8.0,117
19155000,vm_29155,2.0,4.0,50
19156000,vm_29156,2.0,4.0,49
19157000,vm_29157,2.0,4.0,165
19158000,vm_29158,8.0,16.0,57
19159000,vm_29159,2.0,4.0,117
19160000,vm_29160,4.0,8.0,119
19161000,vm_29161,2.0,4.0,181
19162000,vm_29162,4.0,8.0,65
19163000,vm_29163,8.0,16.0,41
19164000,vm_29164,2.0,4.0,199
19165000,vm_29165,2.0,4.0,156
19166000,vm_29166,2.0,4.0,109
19167000,vm_29167,2.0,4.0,112
19168000,vm_29168,2.0,4.0,166
19169000,vm_29169,2.0,4.0,85
19170000,vm_29170,16.0,32.0,78
19171000,vm_29171,2.0,4.0,154
19172000,vm_29172,16.0,32.0,119
19173000,vm_29173,2.0,4.0,143
19174000,vm_29174,4.0,8.0,50
19175000,vm_29175,2.0,4.0,185
19176000,vm_29176,2.0,4.0,115
19177000,vm_29177,4.0,8.0,186
19178000,vm_29178,2.0,4.0,105
19179000,vm_29179,2.0,4.0,157
19180000,vm_29180,4.0,8.0,197
19181000,vm_29181,2.0,4.0,192
19182000,vm_29182,2.0,4.0,138
19183000,vm_29183,2.0,4.0,33
19184000,vm_29184,2.0,4.0,82
19185000,vm_29185,2.0,4.0,124
19186000,vm_29186,4.0,8.0,35
19187000,vm_29187,2.0,4.0,133
19188000,vm_29188,2.0,4.0,158
19189000,vm_29189,2.0,4.0,142
19190000,vm_29190,2.0,4.0,149
19191000,vm_29191,4.0,8.0,123
19192000,vm_29192,16.0,32.0,167
19193000,vm_29193,4.0,8.0,193
19194000,vm_29194,2.0,4.0,49
19195000,vm_29195,2.0,4.0,115
19196000,vm_29196,2.0,4.0,198
19197000,vm_29197,16.0,32.0,191
19198000,vm_29198,2.0,4.0,43
19199000,vm_29199,8.0,16.0,161
19200000,vm_29200,8.0,16.0,106
19201000,vm_29201,4.0,8.0,115
19202000,vm_29202,16.0,32.0,132
19203000,vm_29203,16.0,32.0,185
19204000,vm_29204,16.0,32.0,146
19205000,vm_29205,2.0,4.0,120
19206000,vm_29206,4.0,8.0,76
19207000,vm_29207,2.0,4.0,180
19208000,vm_29208,2.0,4.0,73
19209000,vm_29209,2.0,4.0,67
19210000,vm_29210,2.0,4.0,157
19211000,vm_29211,8.0,16.0,35
19212000,vm_29212,2.0,4.0,54
19213000,vm_29213,2.0,4.0,171
19214000,vm_29214,4.0,8.0,30
19215000,vm_29215,16.0,32.0,72
19216000,vm_29216,2.0,4.0,160
19217000,vm_29217,2.0,4.0,199
19218000,vm_29218,4.0,8.0,93
19219000,vm_29219,16.0,32.0,89
19220000,vm_29220,8.0,16.0,80
19221000,vm_29221,4.0,8.0,136
19222000,vm_29222,2.0,4.0,109
19223000,vm_29223,8.0,16.0,42
19224000,vm_29224,2.0,4.0,81
19225000,vm_29225,2.0,4.0,170
19226000,vm_29226,2.0,4.0,179
19227000,vm_29227,2.0,4.0,175
19228000,vm_29228,2.0,4.0,179
19229000,vm_29229,2.0,4.0,105
19230000,vm_29230,8.0,16.0,43
19231000,vm_29231,2.0,4.0,58
19232000,vm_29232,4.0,8.0,143
19233000,vm_29233,2.0,4.0,118
19234000,vm_29234,4.0,8.0,98
19235000,vm_29235,4.0,8.0,200
19236000,vm_29236,2.0,4.0,62
19237000,vm_29237,2.0,4.0,171
19238000,vm_29238,2.0,4.0,152
19239000,vm_29239,8.0,16.0,87
19240000,vm_29240,2.0,4.0,109
19241000,vm_29241,2.0,4.0,110
19242000,vm_29242,8.0,16.0,186
19243000,vm_29243,4.0,8.0,67
19244000,vm_29244,2.0,4.0,193
19245000,vm_29245,2.0,4.0,107
19246000,vm_29246,2.0,4.0,185
19247000,vm_29247,2.0,4.0,63
19248000,vm_29248,2.0,4.0,146
19249000,vm_29249,8.0,16.0,97
19250000,vm_29250,8.0,16.0,125
19251000,vm_29251,16.0,32.0,83
19252000,vm_29252,2.0,4.0,115
19253000,vm_29253,2.0,4.0,53
19254000,vm_29254,2.0,4.0,196
19255000,vm_29255,16.0,32.0,89
19256000,vm_29256,2.0,4.0,77
19257000,vm_29257,8.0,16.0,103
19258000,vm_29258,4.0,8.0,176
19259000,vm_29259,4.0,8.0,31
19260000,vm_29260,8.0,16.0,172
19261000,vm_29261,2.0,4.0,61
19262000,vm_29262,2.0,4.0,119
19263000,vm_29263,2.0,4.0,108
19264000,vm_29264,4.0,8.0,127
19265000,vm_29265,8.0,16.0,84
19266000,vm_29266,2.0,4.0,93
19267000,vm_29267,4.0,8.0,31
19268000,vm_29268,2.0,4.0,180
19269000,vm_29269,2.0,4.0,63
19270000,vm_29270,2.0,4.0,66
19271000,vm_29271,2.0,4.0,94
19272000,vm_29272,8.0,16.0,79
19273000,vm_29273,2.0,4.0,157
19274000,vm_29274,2.0,4.0,155
19275000,vm_29275,8.0,16.0,108
19276000,vm_29276,2.0,4.0,194
19277000,vm_29277,2.0,4.0,130
19278000,vm_29278,2.0,4.0,74
19279000,vm_29279,2.0,4.0,135
19280000,vm_29280,8.0,16.0,68
19281000,vm_29281,4.0,8.0,189
19282000,vm_29282,8.0,16.0,176
19283000,vm_29283,2.0,4.0,111
19284000,vm_29284,4.0,8.0,177
19285000,vm_29285,8.0,16.0,59
19286000,vm_29286,8.0,16.0,44
19287000,vm_29287,8.0,16.0,182
19288000,vm_29288,4.0,8.0,47
19289000,vm_29289,4.0,8.0,120
19290000,vm_29290,2.0,4.0,200
19291000,vm_29291,2.0,4.0,112
19292000,vm_29292,2.0,4.0,111
19293000,vm_29293,2.0,4.0,134
19294000,vm_29294,4.0,8.0,149
19295000,vm_29295,4.0,8.0,90
19296000,vm_29296,2.0,4.0,67
19297000,vm_29297,8.0,16.0,57
19298000,vm_29298,2.0,4.0,47
19299000,vm_29299,4.0,8.0,39
19300000,vm_29300,4.0,8.0,143
19301000,vm_29301,4.0,8.0,73
19302000,vm_29302,2.0,4.0,200
19303000,vm_29303,4.0,8.0,59
19304000,vm_29304,16.0,32.0,34
19305000,vm_29305,8.0,16.0,111
19306000,vm_29306,2.0,4.0,124
19307000,vm_29307,2.0,4.0,124
19308000,vm_29308,4.0,8.0,116
19309000,vm_29309,2.0,4.0,179
19310000,vm_29310,4.0,8.0,63
19311000,vm_29311,2.0,4.0,107
19312000,vm_29312,8.0,16.0,147
19313000,vm_29313,8.0,16.0,102
19314000,vm_29314,2.0,4.0,30
19315000,vm_29315,8.0,16.0,61
19316000,vm_29316,4.0,8.0,83
19317000,vm_29317,2.0,4.0,139
19318000,vm_29318,2.0,4.0,39
19319000,vm_29319,2.0,4.0,158
19320000,vm_29320,4.0,8.0,123
19321000,vm_29321,8.0,16.0,47
19322000,vm_29322,16.0,32.0,80
19323000,vm_29323,2.0,4.0,150
19324000,vm_29324,4.0,8.0,128
19325000,vm_29325,2.0,4.0,123
19326000,vm_29326,2.0,4.0,136
19327000,vm_29327,8.0,16.0,184
19328000,vm_29328,16.0,32.0,124
19329000,vm_29329,2.0,4.0,58
19330000,vm_29330,2.0,4.0,37
19331000,vm_29331,2.0,4.0,187
19332000,vm_29332,4.0,8.0,141
19333000,vm_29333,2.0,4.0,65
19334000,vm_29334,4.0,8.0,119
19335000,vm_29335,2.0,4.0,176
19336000,vm_29336,2.0,4.0,192
19337000,vm_29337,2.0,4.0,59
19338000,vm_29338,2.0,4.0,180
19339000,vm_29339,4.0,8.0,54
19340000,vm_29340,2.0,4.0,68
19341000,vm_29341,4.0,8.0,156
19342000,vm_29342,2.0,4.0,31
19343000,vm_29343,2.0,4.0,45
19344000,vm_29344,4.0,8.0,61
19345000,vm_29345,2.0,4.0,86
19346000,vm_29346,2.0,4.0,94
19347000,vm_29347,2.0,4.0,188
19348000,vm_29348,8.0,16.0,100
19349000,vm_29349,2.0,4.0,70
19350000,vm_29350,8.0,16.0,51
19351000,vm_29351,2.0,4.0,142
19352000,vm_29352,2.0,4.0,91
19353000,vm_29353,4.0,8.0,81
19354000,vm_29354,16.0,32.0,199
19355000,vm_29355,2.0,4.0,79
19356000,vm_29356,2.0,4.0,118
19357000,vm_29357,2.0,4.0,146
19358000,vm_29358,2.0,4.0,139
19359000,vm_29359,16.0,32.0,181
19360000,vm_29360,2.0,4.0,113
19361000,vm_29361,4.0,8.0,116
19362000,vm_29362,4.0,8.0,81
19363000,vm_29363,16.0,32.0,163
19364000,vm_29364,2.0,4.0,120
19365000,vm_29365,2.0,4.0,97
19366000,vm_29366,4.0,8.0,122
19367000,vm_29367,16.0,32.0,142
19368000,vm_29368,2.0,4.0,182
19369000,vm_29369,2.0,4.0,116
19370000,vm_29370,4.0,8.0,130
19371000,vm_29371,4.0,8.0,177
19372000,vm_29372,4.0,8.0,107
19373000,vm_29373,16.0,32.0,55
19374000,vm_29374,2.0,4.0,91
19375000,vm_29375,8.0,16.0,142
19376000,vm_29376,4.0,8.0,84
19377000,vm_29377,2.0,4.0,124
19378000,vm_29378,4.0,8.0,53
19379000,vm_29379,2.0,4.0,168
19380000,vm_29380,2.0,4.0,102
19381000,vm_29381,2.0,4.0,181
19382000,vm_29382,2.0,4.0,50
19383000,vm_29383,2.0,4.0,83
19384000,vm_29384,4.0,8.0,132
19385000,vm_29385,2.0,4.0,123
19386000,vm_29386,4.0,8.0,102
19387000,vm_29387,4.0,8.0,67
19388000,vm_29388,8.0,16.0,140
19389000,vm_29389,4.0,8.0,154
19390000,vm_29390,2.0,4.0,67
19391000,vm_29391,8.0,16.0,129
19392000,vm_29392,2.0,4.0,47
19393000,vm_29393,2.0,4.0,35
19394000,vm_29394,2.0,4.0,190
19395000,vm_29395,2.0,4.0,103
19396000,vm_29396,4.0,8.0,172
19397000,vm_29397,8.0,16.0,124
19398000,vm_29398,4.0,8.0,158
19399000,vm_29399,2.0,4.0,172
19400000,vm_29400,2.0,4.0,80
19401000,vm_29401,4.0,8.0,177
19402000,vm_29402,16.0,32.0,124
19403000,vm_29403,2.0,4.0,185
19404000,vm_29404,4.0,8.0,81
19405000,vm_29405,4.0,8.0,172
19406000,vm_29406,4.0,8.0,113
19407000,vm_29407,4.0,8.0,119
19408000,vm_29408,2.0,4.0,159
19409000,vm_29409,2.0,4.0,156
19410000,vm_29410,2.0,4.0,195
19411000,vm_29411,2.0,4.0,94
19412000,vm_29412,2.0,4.0,31
19413000,vm_29413,8.0,16.0,162
19414000,vm_29414,2.0,4.0,90
19415000,vm_29415,4.0,8.0,91
19416000,vm_29416,2.0,4.0,67
19417000,vm_29417,4.0,8.0,195
19418000,vm_29418,4.0,8.0,121
19419000,vm_29419,8.0,16.0,118
19420000,vm_29420,4.0,8.0,107
19421000,vm_29421,2.0,4.0,43
19422000,vm_29422,8.0,16.0,159
19423000,vm_29423,4.0,8.0,34
19424000,vm_29424,2.0,4.0,195
19425000,vm_29425,2.0,4.0,181
19426000,vm_29426,8.0,16.0,55
19427000,vm_29427,2.0,4.0,194
19428000,vm_29428,4.0,8.0,99
19429000,vm_29429,2.0,4.0,171
19430000,vm_29430,4.0,8.0,163
19431000,vm_29431,8.0,16.0,74
19432000,vm_29432,2.0,4.0,70
19433000,vm_29433,4.0,8.0,31
19434000,vm_29434,4.0,8.0,89
19435000,vm_29435,4.0,8.0,105
19436000,vm_29436,2.0,4.0,109
19437000,vm_29437,2.0,4.0,82
19438000,vm_29438,2.0,4.0,78
19439000,vm_29439,4.0,8.0,136
19440000,vm_29440,8.0,16.0,129
19441000,vm_29441,8.0,16.0,104
19442000,vm_29442,2.0,4.0,109
19443000,vm_29443,2.0,4.0,70
19444000,vm_29444,8.0,16.0,101
19445000,vm_29445,4.0,8.0,189
19446000,vm_29446,8.0,16.0,154
19447000,vm_29447,2.0,4.0,56
19448000,vm_29448,4.0,8.0,160
19449000,vm_29449,2.0,4.0,50
19450000,vm_29450,2.0,4.0,174
19451000,vm_29451,2.0,4.0,81
19452000,vm_29452,2.0,4.0,45
19453000,vm_29453,2.0,4.0,66
19454000,vm_29454,2.0,4.0,46
19455000,vm_29455,4.0,8.0,168
19456000,vm_29456,2.0,4.0,152
19457000,vm_29457,8.0,16.0,39
19458000,vm_29458,2.0,4.0,167
19459000,vm_29459,2.0,4.0,195
19460000,vm_29460,4.0,8.0,157
19461000,vm_29461,4.0,8.0,115
19462000,vm_29462,4.0,8.0,145
19463000,vm_29463,4.0,8.0,84
19464000,vm_29464,16.0,32.0,194
19465000,vm_29465,2.0,4.0,128
19466000,vm_29466,4.0,8.0,153
19467000,vm_29467,4.0,8.0,92
19468000,vm_29468,4.0,8.0,66
19469000,vm_29469,2.0,4.0,40
19470000,vm_29470,16.0,32.0,182
19471000,vm_29471,2.0,4.0,35
19472000,vm_29472,4.0,8.0,189
19473000,vm_29473,4.0,8.0,31
19474000,vm_29474,4.0,8.0,59
19475000,vm_29475,8.0,16.0,106
19476000,vm_29476,2.0,4.0,88
19477000,vm_29477,4.0,8.0,84
19478000,vm_29478,2.0,4.0,195
19479000,vm_29479,2.0,4.0,89
19480000,vm_29480,8.0,16.0,115
19481000,vm_29481,8.0,16.0,48
19482000,vm_29482,2.0,4.0,134
19483000,vm_29483,8.0,16.0,55
19484000,vm_29484,4.0,8.0,134
19485000,vm_29485,4.0,8.0,37
19486000,vm_29486,16.0,32.0,85
19487000,vm_29487,2.0,4.0,101
19488000,vm_29488,2.0,4.0,165
19489000,vm_29489,16.0,32.0,177
19490000,vm_29490,2.0,4.0,80
19491000,vm_29491,2.0,4.0,144
19492000,vm_29492,8.0,16.0,115
19493000,vm_29493,8.0,16.0,153
19494000,vm_29494,2.0,4.0,96
19495000,vm_29495,2.0,4.0,184
19496000,vm_29496,2.0,4.0,173
19497000,vm_29497,2.0,4.0,53
19498000,vm_29498,8.0,16.0,113
19499000,vm_29499,8.0,16.0,124
19500000,vm_29500,8.0,16.0,96
19501000,vm_29501,4.0,8.0,68
19502000,vm_29502,2.0,4.0,48
19503000,vm_29503,2.0,4.0,39
19504000,vm_29504,2.0,4.0,200
19505000,vm_29505,2.0,4.0,120
19506000,vm_29506,4.0,8.0,82
19507000,vm_29507,4.0,8.0,77
19508000,vm_29508,2.0,4.0,199
19509000,vm_29509,8.0,16.0,100
19510000,vm_29510,2.0,4.0,189
19511000,vm_29511,4.0,8.0,107
19512000,vm_29512,2.0,4.0,55
19513000,vm_29513,2.0,4.0,117
19514000,vm_29514,2.0,4.0,121
19515000,vm_29515,2.0,4.0,60
19516000,vm_29516,2.0,4.0,193
19517000,vm_29517,8.0,16.0,164
19518000,vm_29518,8.0,16.0,141
19519000,vm_29519,16.0,32.0,58
19520000,vm_29520,4.0,8.0,56
19521000,vm_29521,2.0,4.0,85
19522000,vm_29522,4.0,8.0,52
19523000,vm_29523,2.0,4.0,194
19524000,vm_29524,2.0,4.0,140
19525000,vm_29525,2.0,4.0,83
19526000,vm_29526,2.0,4.0,131
19527000,vm_29527,2.0,4.0,136
19528000,vm_29528,2.0,4.0,148
19529000,vm_29529,8.0,16.0,83
19530000,vm_29530,4.0,8.0,192
19531000,vm_29531,4.0,8.0,161
19532000,vm_29532,2.0,4.0,143
19533000,vm_29533,16.0,32.0,122
19534000,vm_29534,2.0,4.0,116
19535000,vm_29535,2.0,4.0,104
19536000,vm_29536,4.0,8.0,122
19537000,vm_29537,2.0,4.0,95
19538000,vm_29538,8.0,16.0,59
19539000,vm_29539,2.0,4.0,80
19540000,vm_29540,4.0,8.0,59
19541000,vm_29541,2.0,4.0,190
19542000,vm_29542,2.0,4.0,112
19543000,vm_29543,2.0,4.0,163
19544000,vm_29544,2.0,4.0,169
19545000,vm_29545,16.0,32.0,53
19546000,vm_29546,4.0,8.0,42
19547000,vm_29547,4.0,8.0,39
19548000,vm_29548,4.0,8.0,176
19549000,vm_29549,2.0,4.0,71
19550000,vm_29550,4.0,8.0,63
19551000,vm_29551,8.0,16.0,57
19552000,vm_29552,2.0,4.0,117
19553000,vm_29553,8.0,16.0,182
19554000,vm_29554,2.0,4.0,94
19555000,vm_29555,8.0,16.0,181
19556000,vm_29556,16.0,32.0,94
19557000,vm_29557,4.0,8.0,56
19558000,vm_29558,8.0,16.0,179
19559000,vm_29559,4.0,8.0,186
19560000,vm_29560,8.0,16.0,106
19561000,vm_29561,4.0,8.0,169
19562000,vm_29562,4.0,8.0,178
19563000,vm_29563,8.0,16.0,155
19564000,vm_29564,2.0,4.0,91
19565000,vm_29565,2.0,4.0,196
19566000,vm_29566,2.0,4.0,55
19567000,vm_29567,2.0,4.0,83
19568000,vm_29568,8.0,16.0,86
19569000,vm_29569,2.0,4.0,163
19570000,vm_29570,8.0,16.0,45
19571000,vm_29571,2.0,4.0,99
19572000,vm_29572,2.0,4.0,114
19573000,vm_29573,2.0,4.0,63
19574000,vm_29574,4.0,8.0,154
19575000,vm_29575,2.0,4.0,172
19576000,vm_29576,2.0,4.0,165
19577000,vm_29577,2.0,4.0,152
19578000,vm_29578,8.0,16.0,137
19579000,vm_29579,2.0,4.0,97
19580000,vm_29580,2.0,4.0,170
19581000,vm_29581,4.0,8.0,38
19582000,vm_29582,4.0,8.0,53
19583000,vm_29583,16.0,32.0,48
19584000,vm_29584,4.0,8.0,195
19585000,vm_29585,2.0,4.0,95
19586000,vm_29586,4.0,8.0,105
19587000,vm_29587,2.0,4.0,77
19588000,vm_29588,4.0,8.0,95
19589000,vm_29589,4.0,8.0,197
19590000,vm_29590,2.0,4.0,91
19591000,vm_29591,2.0,4.0,165
19592000,vm_29592,2.0,4.0,44
19593000,vm_29593,4.0,8.0,72
19594000,vm_29594,2.0,4.0,160
19595000,vm_29595,4.0,8.0,88
19596000,vm_29596,4.0,8.0,181
19597000,vm_29597,4.0,8.0,166
19598000,vm_29598,2.0,4.0,113
19599000,vm_29599,2.0,4.0,173
19600000,vm_29600,16.0,32.0,102
19601000,vm_29601,4.0,8.0,131
19602000,vm_29602,8.0,16.0,183
19603000,vm_29603,2.0,4.0,77
19604000,vm_29604,2.0,4.0,76
19605000,vm_29605,2.0,4.0,195
19606000,vm_29606,4.0,8.0,96
19607000,vm_29607,4.0,8.0,160
19608000,vm_29608,2.0,4.0,100
19609000,vm_29609,2.0,4.0,112
19610000,vm_29610,4.0,8.0,144
19611000,vm_29611,16.0,32.0,103
19612000,vm_29612,8.0,16.0,116
19613000,vm_29613,2.0,4.0,200
19614000,vm_29614,8.0,16.0,155
19615000,vm_29615,4.0,8.0,91
19616000,vm_29616,4.0,8.0,147
19617000,vm_29617,4.0,8.0,154
19618000,vm_29618,2.0,4.0,151
19619000,vm_29619,4.0,8.0,122
19620000,vm_29620,2.0,4.0,75
19621000,vm_29621,2.0,4.0,145
19622000,vm_29622,2.0,4.0,161
19623000,vm_29623,2.0,4.0,68
19624000,vm_29624,4.0,8.0,141
19625000,vm_29625,2.0,4.0,82
19626000,vm_29626,2.0,4.0,137
19627000,vm_29627,2.0,4.0,145
19628000,vm_29628,16.0,32.0,168
19629000,vm_29629,4.0,8.0,186
19630000,vm_29630,4.0,8.0,112
19631000,vm_29631,2.0,4.0,75
19632000,vm_29632,2.0,4.0,172
19633000,vm_29633,8.0,16.0,31
19634000,vm_29634,2.0,4.0,127
19635000,vm_29635,2.0,4.0,53
19636000,vm_29636,2.0,4.0,186
19637000,vm_29637,8.0,16.0,113
19638000,vm_29638,4.0,8.0,93
19639000,vm_29639,2.0,4.0,157
19640000,vm_29640,4.0,8.0,131
19641000,vm_29641,8.0,16.0,88
19642000,vm_29642,2.0,4.0,200
19643000,vm_29643,8.0,16.0,123
19644000,vm_29644,8.0,16.0,103
19645000,vm_29645,4.0,8.0,142
19646000,vm_29646,8.0,16.0,67
19647000,vm_29647,2.0,4.0,59
19648000,vm_29648,4.0,8.0,183
19649000,vm_29649,4.0,8.0,81
19650000,vm_29650,2.0,4.0,30
19651000,vm_29651,4.0,8.0,34
19652000,vm_29652,4.0,8.0,118
19653000,vm_29653,2.0,4.0,48
19654000,vm_29654,2.0,4.0,160
19655000,vm_29655,4.0,8.0,41
19656000,vm_29656,2.0,4.0,102
19657000,vm_29657,4.0,8.0,181
19658000,vm_29658,16.0,32.0,31
19659000,vm_29659,2.0,4.0,94
19660000,vm_29660,2.0,4.0,118
19661000,vm_29661,4.0,8.0,40
19662000,vm_29662,2.0,4.0,71
19663000,vm_29663,4.0,8.0,145
19664000,vm_29664,2.0,4.0,64
19665000,vm_29665,2.0,4.0,71
19666000,vm_29666,2.0,4.0,32
19667000,vm_29667,2.0,4.0,42
19668000,vm_29668,2.0,4.0,40
19669000,vm_29669,4.0,8.0,125
19670000,vm_29670,16.0,32.0,34
19671000,vm_29671,4.0,8.0,58
19672000,vm_29672,8.0,16.0,75
19673000,vm_29673,2.0,4.0,191
19674000,vm_29674,2.0,4.0,41
19675000,vm_29675,2.0,4.0,159
19676000,vm_29676,8.0,16.0,97
19677000,vm_29677,4.0,8.0,150
19678000,vm_29678,2.0,4.0,57
19679000,vm_29679,2.0,4.0,193
19680000,vm_29680,8.0,16.0,178
19681000,vm_29681,4.0,8.0,92
19682000,vm_29682,2.0,4.0,193
19683000,vm_29683,4.0,8.0,141
19684000,vm_29684,2.0,4.0,131
19685000,vm_29685,4.0,8.0,119
19686000,vm_29686,2.0,4.0,75
19687000,vm_29687,2.0,4.0,40
19688000,vm_29688,2.0,4.0,32
19689000,vm_29689,4.0,8.0,136
19690000,vm_29690,8.0,16.0,151
19691000,vm_29691,16.0,32.0,136
19692000,vm_29692,16.0,32.0,149
19693000,vm_29693,4.0,8.0,168
19694000,vm_29694,4.0,8.0,57
19695000,vm_29695,8.0,16.0,96
19696000,vm_29696,4.0,8.0,81
19697000,vm_29697,4.0,8.0,57
19698000,vm_29698,4.0,8.0,98
19699000,vm_29699,2.0,4.0,74
19700000,vm_29700,4.0,8.0,50
19701000,vm_29701,8.0,16.0,144
19702000,vm_29702,2.0,4.0,120
19703000,vm_29703,4.0,8.0,120
19704000,vm_29704,2.0,4.0,106
19705000,vm_29705,8.0,16.0,155
19706000,vm_29706,4.0,8.0,186
19707000,vm_29707,2.0,4.0,44
19708000,vm_29708,2.0,4.0,142
19709000,vm_29709,2.0,4.0,104
19710000,vm_29710,4.0,8.0,170
19711000,vm_29711,2.0,4.0,75
19712000,vm_29712,4.0,8.0,44
19713000,vm_29713,4.0,8.0,185
19714000,vm_29714,2.0,4.0,185
19715000,vm_29715,4.0,8.0,173
19716000,vm_29716,2.0,4.0,145
19717000,vm_29717,4.0,8.0,58
19718000,vm_29718,2.0,4.0,53
19719000,vm_29719,4.0,8.0,200
19720000,vm_29720,2.0,4.0,39
19721000,vm_29721,2.0,4.0,124
19722000,vm_29722,4.0,8.0,109
19723000,vm_29723,4.0,8.0,41
19724000,vm_29724,4.0,8.0,112
19725000,vm_29725,2.0,4.0,178
19726000,vm_29726,2.0,4.0,131
19727000,vm_29727,8.0,16.0,58
19728000,vm_29728,16.0,32.0,195
19729000,vm_29729,8.0,16.0,31
19730000,vm_29730,2.0,4.0,128
19731000,vm_29731,2.0,4.0,101
19732000,vm_29732,4.0,8.0,133
19733000,vm_29733,2.0,4.0,137
19734000,vm_29734,2.0,4.0,124
19735000,vm_29735,2.0,4.0,168
19736000,vm_29736,8.0,16.0,183
19737000,vm_29737,2.0,4.0,43
19738000,vm_29738,2.0,4.0,75
19739000,vm_29739,8.0,16.0,189
19740000,vm_29740,2.0,4.0,185
19741000,vm_29741,2.0,4.0,55
19742000,vm_29742,8.0,16.0,189
19743000,vm_29743,2.0,4.0,95
19744000,vm_29744,2.0,4.0,51
19745000,vm_29745,2.0,4.0,188
19746000,vm_29746,16.0,32.0,143
19747000,vm_29747,4.0,8.0,200
19748000,vm_29748,4.0,8.0,50
19749000,vm_29749,4.0,8.0,65
19750000,vm_29750,4.0,8.0,127
19751000,vm_29751,16.0,32.0,90
19752000,vm_29752,2.0,4.0,120
19753000,vm_29753,4.0,8.0,117
19754000,vm_29754,2.0,4.0,77
19755000,vm_29755,2.0,4.0,87
19756000,vm_29756,4.0,8.0,98
19757000,vm_29757,4.0,8.0,141
19758000,vm_29758,2.0,4.0,132
19759000,vm_29759,2.0,4.0,175
19760000,vm_29760,2.0,4.0,39
19761000,vm_29761,4.0,8.0,48
19762000,vm_29762,4.0,8.0,159
19763000,vm_29763,2.0,4.0,168
19764000,vm_29764,2.0,4.0,55
19765000,vm_29765,2.0,4.0,92
19766000,vm_29766,2.0,4.0,153
19767000,vm_29767,2.0,4.0,154
19768000,vm_29768,2.0,4.0,37
19769000,vm_29769,2.0,4.0,167
19770000,vm_29770,2.0,4.0,94
19771000,vm_29771,2.0,4.0,180
19772000,vm_29772,4.0,8.0,200
19773000,vm_29773,2.0,4.0,160
19774000,vm_29774,2.0,4.0,38
19775000,vm_29775,2.0,4.0,30
19776000,vm_29776,2.0,4.0,100
19777000,vm_29777,8.0,16.0,78
19778000,vm_29778,4.0,8.0,165
19779000,vm_29779,2.0,4.0,48
19780000,vm_29780,8.0,16.0,175
19781000,vm_29781,2.0,4.0,104
19782000,vm_29782,2.0,4.0,169
19783000,vm_29783,4.0,8.0,55
19784000,vm_29784,4.0,8.0,169
19785000,vm_29785,8.0,16.0,65
19786000,vm_29786,2.0,4.0,199
19787000,vm_29787,2.0,4.0,56
19788000,vm_29788,2.0,4.0,138
19789000,vm_29789,2.0,4.0,94
19790000,vm_29790,2.0,4.0,116
19791000,vm_29791,2.0,4.0,153
19792000,vm_29792,16.0,32.0,55
19793000,vm_29793,2.0,4.0,162
19794000,vm_29794,8.0,16.0,92
19795000,vm_29795,16.0,32.0,85
19796000,vm_29796,2.0,4.0,186
19797000,vm_29797,4.0,8.0,76
19798000,vm_29798,2.0,4.0,139
19799000,vm_29799,4.0,8.0,116
19800000,vm_29800,8.0,16.0,169
19801000,vm_29801,2.0,4.0,137
19802000,vm_29802,2.0,4.0,105
19803000,vm_29803,8.0,16.0,136
19804000,vm_29804,2.0,4.0,115
19805000,vm_29805,4.0,8.0,109
19806000,vm_29806,2.0,4.0,111
19807000,vm_29807,4.0,8.0,130
19808000,vm_29808,2.0,4.0,97
19809000,vm_29809,4.0,8.0,77
19810000,vm_29810,8.0,16.0,197
19811000,vm_29811,2.0,4.0,82
19812000,vm_29812,2.0,4.0,194
19813000,vm_29813,2.0,4.0,98
19814000,vm_29814,4.0,8.0,80
19815000,vm_29815,4.0,8.0,64
19816000,vm_29816,2.0,4.0,45
19817000,vm_29817,4.0,8.0,113
19818000,vm_29818,8.0,16.0,118
19819000,vm_29819,8.0,16.0,187
19820000,vm_29820,16.0,32.0,68
19821000,vm_29821,4.0,8.0,58
19822000,vm_29822,2.0,4.0,179
19823000,vm_29823,2.0,4.0,185
19824000,vm_29824,2.0,4.0,105
19825000,vm_29825,2.0,4.0,55
19826000,vm_29826,2.0,4.0,67
19827000,vm_29827,4.0,8.0,71
19828000,vm_29828,4.0,8.0,103
19829000,vm_29829,2.0,4.0,166
19830000,vm_29830,4.0,8.0,152
19831000,vm_29831,2.0,4.0,53
19832000,vm_29832,2.0,4.0,52
19833000,vm_29833,8.0,16.0,70
19834000,vm_29834,2.0,4.0,47
19835000,vm_29835,2.0,4.0,196
19836000,vm_29836,4.0,8.0,155
19837000,vm_29837,4.0,8.0,39
19838000,vm_29838,8.0,16.0,184
19839000,vm_29839,4.0,8.0,96
19840000,vm_29840,4.0,8.0,166
